name,experience,employment,schedule,city,company,description,skills,category,level,salary_from,salary_to,salary
Middle Sysadmin,between1And3,full,fullDay,Тюмень,МТС,"Приглашаем Junior сисадмина для обслуживания корпоративных систем. Разработка задач под руководством тимлида, написание тестов, участие в code review. Необходимо знание PostgreSQL, Git, Linux на уверенном уровне. Оплата обучения и сертификаций, ДМС, гибридный формат работы.",Linux;Bash;Nginx;PostgreSQL;Git,System Administrator,junior,55000.0,65000.0,60000.0
AI Low-code Инженер,between1And3,full,fullDay,Москва,Коробовцев Дмитрий,"Развиваем AI-платформу, ищем Middle инженера с опытом работы с языковыми моделями. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. В работе будете использовать LLM, LangChain, FastAPI, RAG. Работа в продуктовой команде, современный стек, возможность роста.",LLM;FastAPI;LangChain;RAG,AI Engineer,middle,120000.0,200000.0,160000.0
Middle Backend Developer,between3And6,full,remote,Новосибирск,Тинькофф,"Ищем Middle backend-разработчика для создания высоконагруженных сервисов. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Ожидаем уверенное владение Python. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Python,Backend Developer,middle,300000.0,,300000.0
Senior Software Engineer,between3And6,full,fullDay,Самара,Selectel,"Развиваем продукт и ищем Middle разработчика с опытом и желанием расти. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Ожидаем уверенное владение Linux, Python. Работа в продуктовой команде, современный стек, возможность роста.",Python;SQL;Git;Linux;REST API,Engineer,middle,180000.0,240000.0,215000.0
Middle Backend Developer,between3And6,full,remote,Санкт-Петербург,СберТех,"Команда разработки приглашает Middle backend-инженера. Разработка новых функциональных возможностей, оптимизация кода, документирование. Основной инструментарий: Kotlin, Java. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Kotlin;Java,Backend Developer,middle,300000.0,,300000.0
Software Engineer,between3And6,part,remote,Москва,Контур,"Развиваем продукт и ищем Middle разработчика с опытом и желанием расти. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Обязателен практический опыт работы с PostgreSQL, Docker, Git, Go. Интересные задачи, сильная инженерная команда, гибкий рабочий день.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,125000.0,165000.0,150000.0
Senior Software Engineer,between3And6,project,fullDay,Екатеринбург,СберТех,"Приглашаем Middle специалиста для работы над продуктом компании. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Ожидаем уверенное владение SQL, REST API. Официальное оформление, ДМС, корпоративное обучение и конференции.",Python;SQL;Git;Linux;REST API,Engineer,middle,75000.0,95000.0,80000.0
ГЛАВНЫЙ АРХИТЕКТОР ПРОЕКТА,between3And6,full,fullDay,Краснодар,HRКАДРЫ,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Необходимо знание Git, SQL на уверенном уровне. Стабильная компания, интересные технические проекты, сильная культура.",Git;SQL,Engineer,middle,200000.0,,200000.0
Go Developer,moreThan6,full,fullDay,Воронеж,Озон,"Ищем Senior разработчика для работы над core-сервисами нашего продукта. Разработка сложных компонентов, участие в архитектурных обсуждениях, экспертиза. В работе будете использовать Kafka, PostgreSQL, Docker, Spring. Конкурентная зарплата с ежегодным ревью, ДМС, оплата конференций.",Java;Spring;PostgreSQL;Kafka;Docker,Backend Developer,senior,435000.0,620000.0,540000.0
Инженер-конструктор,between1And3,full,fullDay,Троицк,ОООТроицкий Тракторный Завод,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Разработка новых функциональных возможностей, оптимизация кода, документирование. В работе будете использовать Docker, Linux. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Linux;Python;Docker,Engineer,middle,70000.0,,70000.0
Tech Lead,between3And6,full,remote,Удалённо,СберТех,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Стек команды включает Docker, Linux, Git. Работа над высоконагруженным продуктом с миллионами пользователей, ДМС.",Java;Git;Linux;Docker;SQL,Engineer,middle,70000.0,90000.0,80000.0
Middle Backend Engineer,between3And6,full,remote,Москва,Яндекс,"Открыта позиция Middle инженера для решения нетривиальных задач. Разработка новых функциональных возможностей, оптимизация кода, документирование. Ожидаем уверенное владение Linux, Docker, PostgreSQL, Go. Конкурентная зарплата с ежегодным ревью, ДМС, оплата конференций.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,205000.0,265000.0,225000.0
IT Administrator,between3And6,part,fullDay,Пермь,РЖД,"Приглашаем Middle сисадмина для обслуживания корпоративных систем. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Ожидаем уверенное владение Windows Server, Active Directory, Linux. Интересные задачи, сильная инженерная команда, гибкий рабочий день.",Linux;Windows Server;Active Directory;VMware;Cisco,System Administrator,middle,70000.0,95000.0,80000.0
Backend Engineer,between3And6,full,flexible,Москва,Яндекс,"Развиваем продукт и ищем Middle разработчика с опытом и желанием расти. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. В работе будете использовать Python, REST API. Оплата обучения и сертификаций, ДМС, гибридный формат работы.",Python;SQL;Git;Linux;REST API,Engineer,middle,90000.0,115000.0,100000.0
Тестировщик,between1And3,full,fullDay,Барнаул,Компания Ритейл Сервис,"Открыта позиция Middle инженера для решения нетривиальных задач. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. В работе будете использовать Git, Docker. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Git;Docker,Engineer,middle,40000.0,60000.0,50000.0
Software Engineer,between3And6,full,remote,Москва,Тинькофф,"Приглашаем Middle специалиста для работы над продуктом компании. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Необходимо знание Linux, SQL, Git на уверенном уровне. Конкурентная зарплата с ежегодным ревью, ДМС, оплата конференций.",Python;SQL;Git;Linux;REST API,Engineer,middle,70000.0,95000.0,80000.0
Системный администратор,between1And3,full,fullDay,Москва,КПК Центр Поддержки и Взаимопомощи Военнослужащих,"Ищем Middle системного администратора для управления IT-инфраструктурой. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Необходимо знание Linux, Docker на уверенном уровне. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Linux;Monitoring;Docker;VMware,System Administrator,middle,150000.0,,150000.0
Head Software Engineer,moreThan6,part,remote,Удалённо,Контур,"Приглашаем Lead специалиста для работы над продуктом компании. Управление техническим направлением, планирование спринтов, ответственность за результат. Ожидаем уверенное владение Git, Java. Стабильная компания, интересные технические проекты, сильная культура.",Java;Git;Linux;Docker;SQL,Engineer,lead,220000.0,270000.0,240000.0
Backend Developer,between3And6,part,fullDay,Санкт-Петербург,Авито,"Ищем Middle backend-разработчика для создания высоконагруженных сервисов. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Ключевые технологии стека: PostgreSQL, Go, gRPC. Работа в продуктовой команде, современный стек, возможность роста.",Go;gRPC;PostgreSQL;Redis;Kubernetes,Backend Developer,middle,260000.0,310000.0,280000.0
Mid-level Analytics Engineer,between3And6,full,remote,Санкт-Петербург,Яндекс,"Ищем Middle инженера данных для построения ETL-пайплайнов. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Обязателен практический опыт работы с Airflow, BigQuery, Python. Работа в продуктовой команде, современный стек, возможность роста.",Python;dbt;Airflow;BigQuery;SQL,Data Engineer,middle,125000.0,180000.0,150000.0
Tech Lead,between3And6,full,remote,Пермь,Озон,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Разработка новых функциональных возможностей, оптимизация кода, документирование. Требуется опыт: Git, Go, PostgreSQL, Linux. Удалённая работа или офис в центре города, дружная команда.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,170000.0,220000.0,195000.0
Mid-level Software Developer,between3And6,project,fullDay,Москва,Selectel,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Основной инструментарий: Linux, Java, SQL. Интересные задачи, сильная инженерная команда, гибкий рабочий день.",Java;Git;Linux;Docker;SQL,Engineer,middle,160000.0,220000.0,195000.0
"Программист С, С++",noExperience,full,fullDay,Ростов-на-Дону,ОООРОЙ-АЭРО,"Приглашаем Middle специалиста для работы над продуктом компании. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Стек команды включает Git, Docker. Работа в продуктовой команде, современный стек, возможность роста.",Git;Docker,Engineer,middle,100000.0,,100000.0
Ведущий специалист по информационной безопасности (Инженер по сетевой безопасности),between3And6,full,fullDay,Москва,ГРУППА КОМПАНИЙ ЕПК,"Открыта позиция Middle инженера для решения нетривиальных задач. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Обязателен практический опыт работы с Docker, Python, Linux. Agile-процессы, современный стек, регулярные performance review.",Docker;SQL;Linux;Python,Engineer,middle,165000.0,,165000.0
Software Developer,between3And6,full,fullDay,Краснодар,Тинькофф,"Развиваем продукт и ищем Middle разработчика с опытом и желанием расти. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Основной инструментарий: Git, Docker. Интересные задачи, сильная инженерная команда, гибкий рабочий день.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,185000.0,255000.0,230000.0
Software Engineer,between3And6,full,remote,Казань,Контур,"Открыта позиция Middle инженера для решения нетривиальных задач. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Обязателен практический опыт работы с Git, Linux. Оплата обучения и сертификаций, ДМС, гибридный формат работы.",Python;Git;Linux;Docker;SQL,Engineer,middle,70000.0,85000.0,80000.0
IT Administrator,between3And6,full,fullDay,Удалённо,Билайн,"Ищем Middle системного администратора для управления IT-инфраструктурой. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Ключевые технологии стека: Windows Server, Active Directory. Работа в продуктовой команде, современный стек, возможность роста.",Linux;Windows Server;Active Directory;VMware;Cisco,System Administrator,middle,85000.0,100000.0,90000.0
Senior Backend Developer,moreThan6,project,fullDay,Нижний Новгород,Тинькофф,"В продуктовую команду нужен Senior разработчик для развития API-платформы. Проектирование архитектурных решений, code review, менторство коллег. Ключевые технологии стека: PHP. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",PHP,Backend Developer,senior,100000.0,120000.0,110000.0
Software Developer,between3And6,full,remote,Пермь,Яндекс,"Приглашаем Middle специалиста для работы над продуктом компании. Разработка новых функциональных возможностей, оптимизация кода, документирование. Ключевые технологии стека: Git, Linux. Agile-процессы, современный стек, регулярные performance review.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,105000.0,125000.0,115000.0
Backend Developer,moreThan6,full,remote,Тюмень,2ГИС,"Ищем Lead backend-разработчика для создания высоконагруженных сервисов. Руководство разработкой, найм специалистов, выстраивание процессов внутри команды. Обязателен практический опыт работы с Docker, MongoDB, TypeScript, Node.js. Работа над высоконагруженным продуктом с миллионами пользователей, ДМС.",Node.js;TypeScript;MongoDB;Docker;Git,Backend Developer,lead,230000.0,290000.0,250000.0
Associate LLM Engineer,between1And3,full,fullDay,Екатеринбург,Яндекс,"Ищем Junior AI-разработчика для построения интеллектуальных продуктов. Реализация небольших фич, исправление багов, активное обучение внутри команды. Стек команды включает LangGraph, Pinecone. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Python;LangGraph;OpenAI;Pinecone;FastAPI,AI Engineer,junior,120000.0,155000.0,145000.0
Менеджер по работе с дизайнерами и архитекторами (B2B),between1And3,full,fullDay,Санкт-Петербург,Knotlor,"Приглашаем Middle специалиста для работы над продуктом компании. Разработка новых функциональных возможностей, оптимизация кода, документирование. Ключевые технологии стека: Docker, SQL. Интересные задачи, сильная инженерная команда, гибкий рабочий день.",Git;SQL;Docker,Engineer,middle,80000.0,170000.0,125000.0
Software Engineer,between3And6,full,remote,Тюмень,СберТех,"Приглашаем Middle специалиста для работы над продуктом компании. Разработка новых функциональных возможностей, оптимизация кода, документирование. Стек команды включает Git, Docker. Работа в продуктовой команде, современный стек, возможность роста.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,135000.0,160000.0,145000.0
Системный аналитик,between1And3,full,fullDay,Москва,DDPlanet,"Приглашаем Middle специалиста для работы над продуктом компании. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Обязателен практический опыт работы с Linux, Git. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Git;Linux,Engineer,middle,,150000.0,150000.0
Senior Software Engineer,moreThan6,part,remote,Казань,Selectel,"Развиваем продукт и ищем Senior разработчика с опытом и желанием расти. Проектирование систем с нуля, оценка рисков, взаимодействие с продуктовой командой. Обязателен практический опыт работы с Python, SQL, Docker. Стабильная компания, интересные технические проекты, сильная культура.",Python;Git;Linux;Docker;SQL,Engineer,senior,245000.0,340000.0,290000.0
Инженер-проектировщик внутренних и наружных систем водоснабжения и канализации,moreThan6,full,fullDay,Красноярск,ООО ЛАТАМ ИНЖИНИРИНГ,"Открыта позиция Middle инженера для решения нетривиальных задач. Разработка новых функциональных возможностей, оптимизация кода, документирование. Требуется опыт: Linux, SQL, Docker, Git. Стабильная компания, интересные технические проекты, сильная культура.",Python;Git;Docker;SQL;Linux,Engineer,middle,,150000.0,150000.0
Mid-level Tech Lead,between3And6,full,remote,Москва,Контур,"Приглашаем Middle специалиста для работы над продуктом компании. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Требуется опыт: SQL, Docker, Linux. Стабильная компания, интересные технические проекты, сильная культура.",Python;Git;Linux;Docker;SQL,Engineer,middle,75000.0,100000.0,95000.0
Middle Backend Developer,between3And6,full,fullDay,Москва,VK,"В продуктовую команду нужен Middle разработчик для развития API-платформы. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Ключевые технологии стека: Go. Интересные задачи, сильная инженерная команда, гибкий рабочий день.",Go,Backend Developer,middle,200000.0,250000.0,225000.0
Linux Administrator,between3And6,full,remote,Пермь,МТС,"Приглашаем Middle сисадмина для обслуживания корпоративных систем. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Основной инструментарий: Cisco, VMware, Active Directory. Конкурентная зарплата, гибкий график, возможность удалённой работы.",Linux;Windows Server;Active Directory;VMware;Cisco,System Administrator,middle,75000.0,95000.0,80000.0
Инженер-конструктор,between1And3,full,fullDay,Ростов-на-Дону,ООО Акрил Мраморная Крошка Дон,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Разработка новых функциональных возможностей, оптимизация кода, документирование. В работе будете использовать Docker, Linux. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Linux;Python;Docker,Engineer,middle,100000.0,140000.0,120000.0
Ведущий программист 1С,between3And6,full,fullDay,Владимир,ООО ИЗМЕТАЛЛА,"Приглашаем Middle специалиста для работы над продуктом компании. Разработка новых функциональных возможностей, оптимизация кода, документирование. Основной инструментарий: SQL, Python, Git. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Linux;Git;Python;SQL,Engineer,middle,206897.0,,206897.0
Backend Engineer,between3And6,part,remote,Москва,Яндекс,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. В работе будете использовать Linux, Git. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Python;Git;Linux;Docker;SQL,Engineer,middle,165000.0,210000.0,195000.0
Системный администратор,between1And3,full,fullDay,Екатеринбург,ООО Ломбард Драгоценности Урала,"Ищем Middle системного администратора для управления IT-инфраструктурой. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Необходимо знание Linux, Docker на уверенном уровне. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Linux;Monitoring;Docker;VMware,System Administrator,middle,100000.0,,100000.0
Системный администратор,between1And3,full,fullDay,Екатеринбург,Медийное агентство AMG,"Ищем Middle системного администратора для управления IT-инфраструктурой. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Необходимо знание Linux, Docker на уверенном уровне. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Linux;Monitoring;Docker;VMware,System Administrator,middle,50000.0,,50000.0
"Инженер-конструктор (машиностроение, металлообработка)",between1And3,full,fullDay,Щёлково,ООО ДжиЭрСи,"Открыта позиция Middle инженера для решения нетривиальных задач. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. В работе будете использовать Python, Git. Конкурентная зарплата, гибкий график, возможность удалённой работы.",Git;Python,Engineer,middle,120000.0,,120000.0
Tech Lead,between3And6,part,flexible,Воронеж,Контур,"Открыта позиция Middle инженера для решения нетривиальных задач. Разработка новых функциональных возможностей, оптимизация кода, документирование. Необходимо знание Go, Linux, PostgreSQL на уверенном уровне. Agile-процессы, современный стек, регулярные performance review.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,175000.0,225000.0,195000.0
Junior Backend Developer,between1And3,full,flexible,Нижний Новгород,Авито,"В продуктовую команду нужен Junior разработчик для развития API-платформы. Участие в разработке под наставничеством старших коллег, документирование кода. Основной инструментарий: Symfony, PHP. Удалённая работа или офис в центре города, дружная команда.",PHP;Symfony,Backend Developer,junior,180000.0,290000.0,235000.0
Middle Backend Engineer,between3And6,full,fullDay,Красноярск,Озон,"Открыта позиция Middle инженера для решения нетривиальных задач. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Стек команды включает Git, REST API. Работа в продуктовой команде, современный стек, возможность роста.",Python;SQL;Git;Linux;REST API,Engineer,middle,175000.0,240000.0,205000.0
Software Developer,between3And6,full,flexible,Новосибирск,VK,"Приглашаем Middle специалиста для работы над продуктом компании. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Требуется опыт: REST API, Python. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Python;SQL;Git;Linux;REST API,Engineer,middle,140000.0,160000.0,150000.0
Java Developer,between1And3,full,flexible,Москва,Самокат,"Команда разработки приглашает Junior backend-инженера. Реализация небольших фич, исправление багов, активное обучение внутри команды. В работе будете использовать gRPC, Go, Kubernetes, PostgreSQL. Удалённая работа или офис в центре города, дружная команда.",Go;gRPC;PostgreSQL;Redis;Kubernetes,Backend Developer,junior,75000.0,85000.0,80000.0
Middle Backend Developer,between3And6,full,remote,Екатеринбург,СберТех,"Приглашаем Middle backend-разработчика для работы над микросервисной архитектурой. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Обязателен практический опыт работы с PHP. Agile-процессы, современный стек, регулярные performance review.",PHP,Backend Developer,middle,,175000.0,175000.0
Middle Backend Developer,between3And6,full,remote,Санкт-Петербург,СберТех,"Ищем Middle backend-разработчика для создания высоконагруженных сервисов. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Ожидаем уверенное владение Python. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Python,Backend Developer,middle,90000.0,160000.0,125000.0
Инженер по техническому надзору/лаборант/инженер по качеству (дорожное строительство),between1And3,full,fullDay,Барнаул,ООО Технадзор,"Открыта позиция Middle инженера для решения нетривиальных задач. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Ключевые технологии стека: Git, Python, Docker. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Git;Python;Docker,Engineer,middle,80000.0,,80000.0
Программист C/C++,between1And3,full,fullDay,Казань,ОООЭйдос,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Разработка новых функциональных возможностей, оптимизация кода, документирование. Требуется опыт: SQL, Linux. Agile-процессы, современный стек, регулярные performance review.",Python;Git;SQL;Linux,Engineer,middle,130000.0,,130000.0
IT Administrator,between3And6,full,fullDay,Санкт-Петербург,ВТБ,"Приглашаем Middle сисадмина для обслуживания корпоративных систем. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Ожидаем уверенное владение Bash, Zabbix, Ansible. Agile-процессы, современный стек, регулярные performance review.",Linux;Bash;Docker;Ansible;Zabbix,System Administrator,middle,75000.0,90000.0,80000.0
Backend Engineer,between3And6,project,flexible,Санкт-Петербург,СберТех,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Обязателен практический опыт работы с Docker, Git. Конкурентная зарплата с ежегодным ревью, ДМС, оплата конференций.",Python;Git;Linux;Docker;SQL,Engineer,middle,80000.0,105000.0,95000.0
BI Analyst,between3And6,part,flexible,Пермь,Авито,"Развиваем data-driven культуру, ищем Middle аналитика. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Ожидаем уверенное владение Python, A/B testing, SQL, Redash. Agile-процессы, современный стек, регулярные performance review.",SQL;Python;Redash;Statistics;A/B testing,Data Analyst,middle,200000.0,250000.0,210000.0
Middle Системный администратор,between3And6,part,fullDay,Удалённо,Сбер,"Приглашаем Middle сисадмина для обслуживания корпоративных систем. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Основной инструментарий: Prometheus, Kubernetes, Docker, Linux. Стабильная компания, интересные технические проекты, сильная культура.",Linux;Kubernetes;Docker;Prometheus;Grafana,System Administrator,middle,95000.0,110000.0,100000.0
Junior Software Engineer,between3And6,part,flexible,Казань,Яндекс,"Развиваем продукт и ищем Middle разработчика с опытом и желанием расти. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Ключевые технологии стека: Go, Linux. Оплата обучения и сертификаций, ДМС, гибридный формат работы.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,305000.0,365000.0,335000.0
Программист 1С,between3And6,full,fullDay,Москва,ООО РемиЛинг,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Разработка новых функциональных возможностей, оптимизация кода, документирование. Основной инструментарий: Linux, Docker. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",SQL;Docker;Linux,Engineer,middle,200000.0,,200000.0
Middle Software Engineer,between3And6,full,remote,Самара,VK,"Приглашаем Middle специалиста для работы над продуктом компании. Разработка новых функциональных возможностей, оптимизация кода, документирование. Необходимо знание Python, SQL на уверенном уровне. Стабильная компания, интересные технические проекты, сильная культура.",Python;Git;Linux;Docker;SQL,Engineer,middle,120000.0,150000.0,140000.0
Инженер-конструктор,between1And3,full,fullDay,Рязань,ОООВулкан,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Разработка новых функциональных возможностей, оптимизация кода, документирование. В работе будете использовать Docker, Linux. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Linux;Python;Docker,Engineer,middle,100000.0,120000.0,110000.0
Software Engineer,between3And6,part,remote,Краснодар,СберТех,"Приглашаем Middle специалиста для работы над продуктом компании. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Стек команды включает Go, Git, Linux, Docker. Работа над высоконагруженным продуктом с миллионами пользователей, ДМС.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,140000.0,190000.0,175000.0
Generative AI Engineer,between1And3,full,fullDay,Пермь,МТС,"Ищем Junior AI-разработчика для построения интеллектуальных продуктов. Разработка задач под руководством тимлида, написание тестов, участие в code review. Требуется опыт: LangChain, OpenAI API, Python. Оплата обучения и сертификаций, ДМС, гибридный формат работы.",Python;LangChain;OpenAI API;RAG;FastAPI,AI Engineer,junior,125000.0,160000.0,135000.0
Software Developer,between3And6,project,remote,Удалённо,Яндекс,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Требуется опыт: Git, PostgreSQL, Linux, Docker. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,70000.0,90000.0,80000.0
Архитектор,between3And6,full,fullDay,Симферополь,ООО Квартал,"Приглашаем Middle специалиста для работы над продуктом компании. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Необходимо знание Python, Linux на уверенном уровне. Удалённая работа или офис в центре города, дружная команда.",Linux;Python,Engineer,middle,110000.0,,110000.0
Системный администратор,moreThan6,full,fullDay,Ярославль,"Апрель, группа компаний","Ищем Middle системного администратора для управления IT-инфраструктурой. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Необходимо знание Linux, Docker на уверенном уровне. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Linux;Monitoring;Docker;VMware,System Administrator,middle,180000.0,,180000.0
Middle Software Engineer,between3And6,full,fullDay,Тюмень,Озон,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Требуется опыт: Docker, Git, Linux. Работа над высоконагруженным продуктом с миллионами пользователей, ДМС.",Python;Git;Linux;Docker;SQL,Engineer,middle,80000.0,100000.0,90000.0
Младший системный администратор,noExperience,full,fullDay,Москва,Lightmans,"Ищем Junior системного администратора для управления IT-инфраструктурой. Участие в разработке под наставничеством старших коллег, документирование кода. Ключевые технологии стека: Linux, Network. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Linux;Network,System Administrator,junior,90000.0,,90000.0
Java Developer,between1And3,full,flexible,Удалённо,VK,"Приглашаем Junior backend-разработчика для работы над микросервисной архитектурой. Выполнение задач из бэклога, участие в митингах команды, изучение внутренних стандартов. Ожидаем уверенное владение Kubernetes, Go, Redis. Оплата обучения и сертификаций, ДМС, гибридный формат работы.",Go;gRPC;PostgreSQL;Redis;Kubernetes,Backend Developer,junior,85000.0,115000.0,100000.0
Go Developer,between3And6,full,fullDay,Тюмень,Авито,"Ищем Middle разработчика для работы над core-сервисами нашего продукта. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Ожидаем уверенное владение FastAPI, Redis, PostgreSQL, Python. Удалённая работа или офис в центре города, дружная команда.",Python;FastAPI;PostgreSQL;Redis;Docker,Backend Developer,middle,140000.0,175000.0,165000.0
Senior Sysadmin,between3And6,full,remote,Казань,Газпром,"Ищем Middle системного администратора для управления IT-инфраструктурой. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Ожидаем уверенное владение Nginx, Bash, Linux, PostgreSQL. Работа в продуктовой команде, современный стек, возможность роста.",Linux;Bash;Nginx;PostgreSQL;Git,System Administrator,middle,85000.0,100000.0,95000.0
