id,name,salary_from,salary_to,salary_currency,experience,employment,schedule,city,company,description,skills,url
4029,Senior Go Developer,155000.0,297000.0,RUR,between3And6,full,flexible,Москва,ВТБ,Разработка API и интеграция с внешними сервисами и базами данных,Go;gRPC;PostgreSQL;Redis;Kubernetes;GraphQL,https://hh.ru/vacancy/4029
4030,Senior Python Developer,155000.0,379000.0,RUR,between1And3,full,fullDay,Санкт-Петербург,Акрос,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;Scrum;Git,https://hh.ru/vacancy/4030
4031,Lead Business Analyst,72000.0,171000.0,RUR,between3And6,full,flexible,Москва,Яндекс,Проектирование архитектуры микросервисов и интеграций с внешними системами,SQL;Excel;Tableau;Power BI;BPMN;Linux;Git,https://hh.ru/vacancy/4031
4032,ML Engineer,109000.0,287000.0,RUR,noExperience,full,fullDay,Краснодар,Акрос,Разработка API и интеграция с внешними сервисами и базами данных,Python;PyTorch;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/4032
4033,Middle Data Scientist,96000.0,226000.0,RUR,between1And3,full,flexible,Челябинск,Альфа-Банк,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;sklearn;pandas;SQL;Jupyter;Linux;GraphQL,https://hh.ru/vacancy/4033
4034,Lead Go Developer,159000.0,356000.0,RUR,between3And6,full,fullDay,Санкт-Петербург,1С,Разработка мобильных приложений с использованием современных технологий,Go;gRPC;PostgreSQL;Redis;Kubernetes,https://hh.ru/vacancy/4034
4035,Go Developer,,353000.0,RUR,between3And6,full,remote,Челябинск,Evrone,Создание рекомендательных систем на основе коллаборативной фильтрации,Go;gRPC;PostgreSQL;Redis;Kubernetes;Git,https://hh.ru/vacancy/4035
4036,Middle iOS Developer,106000.0,182000.0,RUR,between1And3,full,fullDay,Москва,Positive Technologies,Разработка NLP-систем для обработки текстов на русском и английском языках,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/4036
4037,Senior Go Developer,203000.0,364000.0,RUR,moreThan6,full,fullDay,Нижний Новгород,ВТБ,Работа с большими объёмами данных в Spark и Hadoop кластерах,Go;gRPC;PostgreSQL;Redis;Kubernetes,https://hh.ru/vacancy/4037
4038,Junior Data Scientist,38000.0,74000.0,RUR,noExperience,full,fullDay,Санкт-Петербург,2ГИС,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;pandas;sklearn;numpy;SQL,https://hh.ru/vacancy/4038
4039,Frontend Developer,45000.0,132000.0,RUR,noExperience,full,flexible,Москва,Акрос,Создание и поддержка ML моделей для продуктовых задач компании,JavaScript;React;TypeScript;CSS;HTML;REST API,https://hh.ru/vacancy/4039
4040,Middle Java Developer,85000.0,175000.0,RUR,noExperience,full,flexible,Санкт-Петербург,Озон,Работа с большими объёмами данных в Spark и Hadoop кластерах,Java;Spring;Kafka;PostgreSQL;Docker;GraphQL,https://hh.ru/vacancy/4040
4041,Senior Python Developer,179000.0,379000.0,RUR,between1And3,project,fullDay,Новосибирск,JetBrains,Сопровождение и развитие MLOps платформы для команды data science,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis,https://hh.ru/vacancy/4041
4042,iOS Developer,137000.0,317000.0,RUR,moreThan6,full,fullDay,Москва,Акрос,Анализ больших данных и построение дата-пайплайнов для бизнеса,Swift;Objective-C;Xcode;Git;REST API;Agile,https://hh.ru/vacancy/4042
4043,MLOps Engineer,139000.0,333000.0,RUR,between1And3,full,fullDay,Пермь,2ГИС,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;Docker;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/4043
4044,iOS Developer,600.0,1500.0,EUR,noExperience,full,fullDay,Санкт-Петербург,ИТМО,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Swift;Objective-C;Xcode;Git;REST API;GraphQL,https://hh.ru/vacancy/4044
4045,Middle Data Analyst,55000.0,146000.0,RUR,between1And3,full,fullDay,Уфа,МТС,Проектирование архитектуры микросервисов и интеграций с внешними системами,SQL;Python;Tableau;Excel;Power BI,https://hh.ru/vacancy/4045
4046,Middle Backend Developer,500.0,1300.0,USD,noExperience,project,flexible,Москва,Газпромнефть,Участие в исследованиях в области компьютерного зрения и обработки изображений,Python;Django;Redis;PostgreSQL;Linux;MongoDB,https://hh.ru/vacancy/4046
4047,Middle Backend Developer,55000.0,113000.0,RUR,noExperience,project,fullDay,Екатеринбург,Сколтех,Разработка backend сервисов на Python с использованием современных фреймворков,Python;Django;Redis;PostgreSQL;Linux;gRPC,https://hh.ru/vacancy/4047
4048,ML Engineer,239000.0,,RUR,moreThan6,full,remote,Челябинск,VK,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;PyTorch;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/4048
4049,Lead NLP Engineer,125000.0,245000.0,RUR,between1And3,volunteer,flexible,Челябинск,EPAM,Создание и поддержка ML моделей для продуктовых задач компании,Python;BERT;HuggingFace;PyTorch;spaCy,https://hh.ru/vacancy/4049
4050,Junior Python Developer,86000.0,191000.0,RUR,between1And3,full,remote,Москва,Тинькофф,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Python;FastAPI;PostgreSQL;Docker;Git;Git;MongoDB,https://hh.ru/vacancy/4050
4051,Senior Python Developer,175000.0,430000.0,RUR,between3And6,full,remote,Санкт-Петербург,Тинькофф,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis,https://hh.ru/vacancy/4051
4052,Senior Python Developer,189000.0,404000.0,RUR,between3And6,full,remote,Екатеринбург,МТС,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;Elasticsearch;GraphQL,https://hh.ru/vacancy/4052
4053,Junior DevOps Engineer,144000.0,243000.0,RUR,between1And3,full,remote,Волгоград,SKB Kontur,Участие в исследованиях в области компьютерного зрения и обработки изображений,Docker;Kubernetes;Terraform;Jenkins;Linux,https://hh.ru/vacancy/4053
4054,Data Scientist,103000.0,220000.0,RUR,between1And3,full,remote,Челябинск,JetBrains,Создание рекомендательных систем на основе коллаборативной фильтрации,Python;sklearn;pandas;SQL;Jupyter;GraphQL;Git,https://hh.ru/vacancy/4054
4055,Middle Data Analyst,43000.0,97000.0,RUR,noExperience,full,fullDay,Самара,Тинькофф,Работа с большими объёмами данных в Spark и Hadoop кластерах,SQL;Python;Tableau;Excel;Power BI;Elasticsearch;Scrum,https://hh.ru/vacancy/4055
4056,Lead iOS Developer,105000.0,194000.0,RUR,between1And3,full,fullDay,Санкт-Петербург,Озон,Разработка NLP-систем для обработки текстов на русском и английском языках,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/4056
4057,Middle Business Analyst,73000.0,141000.0,RUR,between1And3,full,fullDay,Екатеринбург,Альфа-Банк,Разработка API и интеграция с внешними сервисами и базами данных,SQL;Excel;Tableau;Power BI;BPMN,https://hh.ru/vacancy/4057
4058,Business Analyst,,183000.0,RUR,between3And6,full,fullDay,Санкт-Петербург,Wildberries,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,SQL;Excel;Tableau;Power BI;BPMN;REST API,https://hh.ru/vacancy/4058
4059,Computer Vision Engineer,198000.0,425000.0,RUR,between3And6,full,fullDay,Санкт-Петербург,Озон,Разработка мобильных приложений с использованием современных технологий,Python;OpenCV;PyTorch;CUDA;TensorFlow,https://hh.ru/vacancy/4059
4060,Lead Data Engineer,82000.0,200000.0,RUR,noExperience,part,fullDay,Москва,Мегафон,Разработка NLP-систем для обработки текстов на русском и английском языках,Python;Spark;Airflow;Kafka;SQL,https://hh.ru/vacancy/4060
4061,Junior MLOps Engineer,182000.0,,RUR,between3And6,full,fullDay,Екатеринбург,Яндекс,Сопровождение и развитие MLOps платформы для команды data science,Python;Docker;Kubernetes;MLflow;Airflow;Git,https://hh.ru/vacancy/4061
4062,Lead Go Developer,162000.0,305000.0,RUR,between3And6,full,fullDay,Казань,Wrike,Сопровождение и развитие MLOps платформы для команды data science,Go;gRPC;PostgreSQL;Redis;Kubernetes;Agile;GraphQL,https://hh.ru/vacancy/4062
4063,Junior Data Analyst,,127000.0,RUR,between1And3,part,remote,Санкт-Петербург,Яндекс,Создание рекомендательных систем на основе коллаборативной фильтрации,SQL;Python;Tableau;Excel;Power BI;MongoDB,https://hh.ru/vacancy/4063
4064,Junior Data Scientist,67000.0,,RUR,between3And6,full,fullDay,Москва,Evrone,Разработка backend сервисов на Python с использованием современных фреймворков,Python;pandas;sklearn;numpy;SQL;REST API;gRPC,https://hh.ru/vacancy/4064
4065,Junior Data Scientist,49000.0,101000.0,RUR,between1And3,part,fullDay,Казань,ВТБ,Разработка backend сервисов на Python с использованием современных фреймворков,Python;pandas;sklearn;numpy;SQL;Scrum;Linux,https://hh.ru/vacancy/4065
4066,Python Developer,,184000.0,RUR,noExperience,full,fullDay,Санкт-Петербург,SKB Kontur,Разработка API и интеграция с внешними сервисами и базами данных,Python;FastAPI;PostgreSQL;Docker;Git,https://hh.ru/vacancy/4066
4067,Lead ML Engineer,341000.0,551000.0,RUR,between3And6,part,fullDay,Новосибирск,SKB Kontur,Создание и поддержка ML моделей для продуктовых задач компании,Python;PyTorch;TensorFlow;MLflow;Kubernetes;Elasticsearch,https://hh.ru/vacancy/4067
4068,Senior ML Engineer,1900.0,5000.0,USD,between3And6,full,fullDay,Санкт-Петербург,Evrone,Разработка мобильных приложений с использованием современных технологий,Python;PyTorch;Kubernetes;MLflow;Airflow;MongoDB,https://hh.ru/vacancy/4068
4069,iOS Developer,133000.0,323000.0,RUR,moreThan6,part,remote,Саратов,ИТМО,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Swift;Objective-C;Xcode;Git;REST API;Agile,https://hh.ru/vacancy/4069
4070,iOS Developer,104000.0,,RUR,between3And6,full,fullDay,Воронеж,Мегафон,Разработка backend сервисов на Python с использованием современных фреймворков,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/4070
4071,Junior iOS Developer,94000.0,230000.0,RUR,between3And6,part,fullDay,Челябинск,Сбер,Разработка API и интеграция с внешними сервисами и базами данных,Swift;Objective-C;Xcode;Git;REST API;gRPC,https://hh.ru/vacancy/4071
4072,Junior Frontend Developer,69000.0,183000.0,RUR,between3And6,full,fullDay,Челябинск,Ростелеком,Создание рекомендательных систем на основе коллаборативной фильтрации,JavaScript;React;TypeScript;CSS;HTML;Linux,https://hh.ru/vacancy/4072
4073,Lead Data Scientist,114000.0,292000.0,RUR,between1And3,full,flexible,Екатеринбург,JetBrains,Разработка backend сервисов на Python с использованием современных фреймворков,Python;sklearn;pandas;SQL;Jupyter;gRPC,https://hh.ru/vacancy/4073
4074,Middle Data Analyst,55000.0,140000.0,RUR,between1And3,full,fullDay,Москва,Luxoft,Разработка API и интеграция с внешними сервисами и базами данных,SQL;Python;Tableau;Excel;Power BI;Agile,https://hh.ru/vacancy/4074
4075,Senior Python Developer,177000.0,303000.0,RUR,between1And3,full,flexible,Москва,Яндекс,Сопровождение и развитие MLOps платформы для команды data science,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;REST API,https://hh.ru/vacancy/4075
4076,Go Developer,101000.0,193000.0,RUR,noExperience,full,remote,Екатеринбург,ИТМО,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Go;gRPC;PostgreSQL;Redis;Kubernetes,https://hh.ru/vacancy/4076
4077,Go Developer,134000.0,,RUR,between1And3,volunteer,fullDay,Москва,ИТМО,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Go;gRPC;PostgreSQL;Redis;Kubernetes;Elasticsearch,https://hh.ru/vacancy/4077
4078,Junior Data Scientist,52000.0,97000.0,RUR,between1And3,full,remote,Санкт-Петербург,EPAM,Создание и поддержка ML моделей для продуктовых задач компании,Python;pandas;sklearn;numpy;SQL;Scrum,https://hh.ru/vacancy/4078
4079,Middle Business Analyst,68000.0,,RUR,between1And3,full,fullDay,Москва,Раифайзен,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,SQL;Excel;Tableau;Power BI;BPMN;REST API,https://hh.ru/vacancy/4079
4080,Middle Go Developer,1800.0,,USD,between3And6,part,flexible,Санкт-Петербург,Лаборатория Касперского,Создание и поддержка ML моделей для продуктовых задач компании,Go;gRPC;PostgreSQL;Redis;Kubernetes;GraphQL,https://hh.ru/vacancy/4080
4081,Senior Java Developer,127000.0,,RUR,between3And6,full,remote,Санкт-Петербург,Mail.ru,Разработка NLP-систем для обработки текстов на русском и английском языках,Java;Spring;Kafka;PostgreSQL;Docker;MongoDB,https://hh.ru/vacancy/4081
4082,Senior DevOps Engineer,152000.0,318000.0,RUR,between3And6,full,fullDay,Екатеринбург,Тинькофф,Разработка мобильных приложений с использованием современных технологий,Docker;Kubernetes;Terraform;Jenkins;Linux,https://hh.ru/vacancy/4082
4083,Junior Product Analyst,78000.0,198000.0,RUR,between3And6,part,remote,Санкт-Петербург,Акрос,Разработка NLP-систем для обработки текстов на русском и английском языках,SQL;Python;Amplitude;Mixpanel;A/B testing;MongoDB;Agile,https://hh.ru/vacancy/4083
4084,Middle Business Analyst,,,RUR,between1And3,full,remote,Москва,SKB Kontur,Работа с большими объёмами данных в Spark и Hadoop кластерах,SQL;Excel;Tableau;Power BI;BPMN,https://hh.ru/vacancy/4084
4085,Senior Python Developer,168000.0,388000.0,RUR,between1And3,full,remote,Москва,Тинькофф,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;Agile;MongoDB,https://hh.ru/vacancy/4085
4086,Senior Data Engineer,85000.0,196000.0,RUR,noExperience,full,remote,Санкт-Петербург,ГК Иннополис,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;Spark;Airflow;Kafka;SQL,https://hh.ru/vacancy/4086
4087,Senior Python Developer,147000.0,264000.0,RUR,noExperience,full,fullDay,Санкт-Петербург,Мегафон,Исследование и внедрение новых подходов в области машинного обучения,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis,https://hh.ru/vacancy/4087
4088,Frontend Developer,53000.0,,RUR,noExperience,volunteer,flexible,Новосибирск,2ГИС,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,JavaScript;React;TypeScript;CSS;HTML,https://hh.ru/vacancy/4088
4089,Senior Python Developer,99000.0,233000.0,RUR,between3And6,full,fullDay,Санкт-Петербург,Mail.ru,Разработка мобильных приложений с использованием современных технологий,Python;FastAPI;PostgreSQL;Docker;Git,https://hh.ru/vacancy/4089
4090,Junior Data Scientist,100000.0,289000.0,RUR,between1And3,full,fullDay,Санкт-Петербург,JetBrains,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;sklearn;pandas;SQL;Jupyter;Scrum;REST API,https://hh.ru/vacancy/4090
4091,Senior DevOps Engineer,2300.0,4300.0,USD,moreThan6,full,remote,Москва,ВТБ,Проектирование архитектуры микросервисов и интеграций с внешними системами,Docker;Kubernetes;Terraform;Jenkins;Linux,https://hh.ru/vacancy/4091
4092,Data Analyst,64000.0,167000.0,RUR,between3And6,full,shift,Москва,Evrone,Разработка мобильных приложений с использованием современных технологий,SQL;Python;Tableau;Excel;Power BI;MongoDB;Elasticsearch,https://hh.ru/vacancy/4092
4093,Middle Data Analyst,63000.0,153000.0,RUR,between1And3,project,fullDay,Санкт-Петербург,2ГИС,Участие в исследованиях в области компьютерного зрения и обработки изображений,SQL;Python;Tableau;Excel;Power BI,https://hh.ru/vacancy/4093
4094,Senior Python Developer,189000.0,292000.0,RUR,between1And3,full,remote,Нижний Новгород,Озон,Разработка backend сервисов на Python с использованием современных фреймворков,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;Elasticsearch,https://hh.ru/vacancy/4094
4095,Lead ML Engineer,194000.0,344000.0,RUR,noExperience,full,fullDay,Воронеж,Тинькофф,Исследование и внедрение новых подходов в области машинного обучения,Python;PyTorch;TensorFlow;MLflow;Kubernetes,https://hh.ru/vacancy/4095
4096,Frontend Developer,,159000.0,RUR,between3And6,full,fullDay,Москва,Лаборатория Касперского,Сопровождение и развитие MLOps платформы для команды data science,JavaScript;React;TypeScript;CSS;HTML,https://hh.ru/vacancy/4096
4097,Lead Python Developer,142000.0,296000.0,RUR,moreThan6,full,fullDay,Волгоград,Альфа-Банк,Создание рекомендательных систем на основе коллаборативной фильтрации,Python;FastAPI;PostgreSQL;Docker;Git;Elasticsearch;Agile,https://hh.ru/vacancy/4097
4098,Lead ML Engineer,229000.0,455000.0,RUR,between1And3,volunteer,fullDay,Екатеринбург,Mail.ru,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;PyTorch;TensorFlow;MLflow;Kubernetes,https://hh.ru/vacancy/4098
4099,DevOps Engineer,127000.0,288000.0,RUR,between3And6,full,fullDay,Москва,Яндекс,Исследование и внедрение новых подходов в области машинного обучения,Docker;Kubernetes;Terraform;Jenkins;Linux;Scrum;MongoDB,https://hh.ru/vacancy/4099
4100,Frontend Developer,109000.0,229000.0,RUR,moreThan6,full,remote,Москва,Мегафон,Проектирование архитектуры микросервисов и интеграций с внешними системами,JavaScript;React;TypeScript;CSS;HTML,https://hh.ru/vacancy/4100
4101,Senior iOS Developer,76000.0,135000.0,RUR,noExperience,full,shift,Нижний Новгород,Wrike,Участие в исследованиях в области компьютерного зрения и обработки изображений,Swift;Objective-C;Xcode;Git;REST API;gRPC;Scrum,https://hh.ru/vacancy/4101
4102,Junior Python Developer,95000.0,208000.0,RUR,between1And3,full,fullDay,Казань,DataArt,Разработка мобильных приложений с использованием современных технологий,Python;FastAPI;PostgreSQL;Docker;Git;REST API,https://hh.ru/vacancy/4102
4103,Lead Python Developer,83000.0,211000.0,RUR,between1And3,part,fullDay,Челябинск,EPAM,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Python;FastAPI;PostgreSQL;Docker;Git;REST API;Scrum,https://hh.ru/vacancy/4103
4104,Junior MLOps Engineer,179000.0,318000.0,RUR,between3And6,project,fullDay,Москва,1С,Создание и поддержка ML моделей для продуктовых задач компании,Python;Docker;Kubernetes;MLflow;Airflow;Elasticsearch;Agile,https://hh.ru/vacancy/4104
4105,Senior ML Engineer,1700.0,4200.0,USD,between3And6,full,fullDay,Санкт-Петербург,ВТБ,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Python;PyTorch;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/4105
4106,Junior Go Developer,155000.0,327000.0,RUR,between3And6,full,fullDay,Самара,ИТМО,Разработка мобильных приложений с использованием современных технологий,Go;gRPC;PostgreSQL;Redis;Kubernetes;Git,https://hh.ru/vacancy/4106
4107,Lead ML Engineer,266000.0,438000.0,RUR,between3And6,project,fullDay,Казань,Тинькофф,Участие в исследованиях в области компьютерного зрения и обработки изображений,Python;PyTorch;TensorFlow;MLflow;Kubernetes;GraphQL,https://hh.ru/vacancy/4107
4108,Lead Frontend Developer,73000.0,150000.0,RUR,between1And3,full,fullDay,Москва,МТС,Исследование и внедрение новых подходов в области машинного обучения,JavaScript;React;TypeScript;CSS;HTML,https://hh.ru/vacancy/4108
4109,NLP Engineer,103000.0,180000.0,RUR,noExperience,full,fullDay,Санкт-Петербург,EPAM,Разработка API и интеграция с внешними сервисами и базами данных,Python;BERT;HuggingFace;PyTorch;spaCy;Elasticsearch;GraphQL,https://hh.ru/vacancy/4109
4110,Computer Vision Engineer,170000.0,342000.0,RUR,between3And6,full,fullDay,Москва,EPAM,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Python;OpenCV;PyTorch;CUDA;TensorFlow,https://hh.ru/vacancy/4110
4111,Senior DevOps Engineer,215000.0,432000.0,RUR,moreThan6,full,flexible,Санкт-Петербург,JetBrains,Участие в исследованиях в области компьютерного зрения и обработки изображений,Docker;Kubernetes;Terraform;Jenkins;Linux;Git,https://hh.ru/vacancy/4111
4112,Data Analyst,51000.0,116000.0,RUR,noExperience,full,fullDay,Екатеринбург,1С,Разработка API и интеграция с внешними сервисами и базами данных,SQL;Python;Tableau;Excel;Power BI;MongoDB,https://hh.ru/vacancy/4112
4113,DevOps Engineer,1800.0,2800.0,USD,between3And6,full,fullDay,Екатеринбург,Positive Technologies,Разработка NLP-систем для обработки текстов на русском и английском языках,Docker;Kubernetes;Terraform;Jenkins;Linux;Linux,https://hh.ru/vacancy/4113
4114,Middle DevOps Engineer,181000.0,415000.0,RUR,moreThan6,project,fullDay,Санкт-Петербург,Wrike,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Docker;Kubernetes;Terraform;Jenkins;Linux;Linux,https://hh.ru/vacancy/4114
4115,Junior Frontend Developer,63000.0,145000.0,RUR,between1And3,full,fullDay,Москва,JetBrains,Анализ больших данных и построение дата-пайплайнов для бизнеса,JavaScript;React;TypeScript;CSS;HTML;gRPC,https://hh.ru/vacancy/4115
4116,NLP Engineer,140000.0,277000.0,RUR,between1And3,full,flexible,Екатеринбург,Wrike,Разработка API и интеграция с внешними сервисами и базами данных,Python;BERT;HuggingFace;PyTorch;spaCy,https://hh.ru/vacancy/4116
4117,Staff Frontend Developer,700.0,1800.0,USD,between3And6,full,fullDay,Самара,Альфа-Банк,Разработка мобильных приложений с использованием современных технологий,JavaScript;React;TypeScript;CSS;HTML;REST API;gRPC,https://hh.ru/vacancy/4117
4118,Lead ML Engineer,,380000.0,RUR,between1And3,project,fullDay,Санкт-Петербург,VK,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;PyTorch;TensorFlow;MLflow;Kubernetes;Elasticsearch;GraphQL,https://hh.ru/vacancy/4118
4119,Android Developer,,200000.0,RUR,between1And3,full,fullDay,Санкт-Петербург,2ГИС,Разработка NLP-систем для обработки текстов на русском и английском языках,Kotlin;Android;Java;Git;REST API,https://hh.ru/vacancy/4119
4120,Android Developer,95000.0,218000.0,RUR,between3And6,project,remote,Москва,МТС,Разработка backend сервисов на Python с использованием современных фреймворков,Kotlin;Android;Java;Git;REST API,https://hh.ru/vacancy/4120
4121,Middle Business Analyst,91000.0,146000.0,RUR,between3And6,full,remote,Новосибирск,Мегафон,Сопровождение и развитие MLOps платформы для команды data science,SQL;Excel;Tableau;Power BI;BPMN;Git;Linux,https://hh.ru/vacancy/4121
4122,iOS Developer,97000.0,202000.0,RUR,between3And6,full,remote,Санкт-Петербург,Сколтех,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/4122
4123,Junior Data Scientist,45000.0,113000.0,RUR,between1And3,full,shift,Москва,1С,Разработка backend сервисов на Python с использованием современных фреймворков,Python;pandas;sklearn;numpy;SQL;GraphQL;Scrum,https://hh.ru/vacancy/4123
4124,Middle ML Engineer,186000.0,435000.0,RUR,between3And6,full,remote,Нижний Новгород,EPAM,Разработка мобильных приложений с использованием современных технологий,Python;PyTorch;Kubernetes;MLflow;Airflow;MongoDB,https://hh.ru/vacancy/4124
4125,Lead ML Engineer,340000.0,595000.0,RUR,moreThan6,full,flexible,Пермь,Сколтех,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;PyTorch;TensorFlow;MLflow;Kubernetes;gRPC,https://hh.ru/vacancy/4125
4126,DevOps Engineer,135000.0,309000.0,RUR,between3And6,project,fullDay,Новосибирск,SKB Kontur,Разработка мобильных приложений с использованием современных технологий,Docker;Kubernetes;Terraform;Jenkins;Linux;MongoDB,https://hh.ru/vacancy/4126
4127,Middle Product Analyst,75000.0,171000.0,RUR,between1And3,full,flexible,Новосибирск,Раифайзен,Анализ больших данных и построение дата-пайплайнов для бизнеса,SQL;Python;Amplitude;Mixpanel;A/B testing;Scrum,https://hh.ru/vacancy/4127
4128,Business Analyst,,104000.0,RUR,noExperience,full,fullDay,Санкт-Петербург,Мегафон,Создание и поддержка ML моделей для продуктовых задач компании,SQL;Excel;Tableau;Power BI;BPMN;Git;Scrum,https://hh.ru/vacancy/4128
4129,Senior Python Developer,229000.0,446000.0,RUR,between3And6,full,remote,Краснодар,Mail.ru,Разработка backend сервисов на Python с использованием современных фреймворков,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis,https://hh.ru/vacancy/4129
4130,Junior Python Developer,83000.0,198000.0,RUR,between1And3,full,remote,Саратов,VK,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;FastAPI;PostgreSQL;Docker;Git;Scrum;Elasticsearch,https://hh.ru/vacancy/4130
4131,NLP Engineer,116000.0,280000.0,RUR,between1And3,part,fullDay,Челябинск,Сбер,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Python;BERT;HuggingFace;PyTorch;spaCy,https://hh.ru/vacancy/4131
4132,Senior Python Developer,113000.0,280000.0,RUR,noExperience,part,remote,Москва,Акрос,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;Linux;Scrum,https://hh.ru/vacancy/4132
4133,Senior Python Developer,149000.0,378000.0,RUR,between1And3,project,fullDay,Самара,Positive Technologies,Создание и поддержка ML моделей для продуктовых задач компании,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis,https://hh.ru/vacancy/4133
4134,Senior Python Developer,2200.0,4900.0,USD,between3And6,full,flexible,Самара,Лаборатория Касперского,Разработка backend сервисов на Python с использованием современных фреймворков,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis,https://hh.ru/vacancy/4134
4135,Android Developer,85000.0,249000.0,RUR,between3And6,part,fullDay,Санкт-Петербург,МТС,Разработка API и интеграция с внешними сервисами и базами данных,Kotlin;Android;Java;Git;REST API,https://hh.ru/vacancy/4135
4136,DevOps Engineer,2200.0,,USD,moreThan6,project,fullDay,Екатеринбург,ИТМО,Работа с большими объёмами данных в Spark и Hadoop кластерах,Docker;Kubernetes;Terraform;Jenkins;Linux;Scrum,https://hh.ru/vacancy/4136
4137,Java Developer,75000.0,173000.0,RUR,noExperience,full,shift,Новосибирск,DataArt,Создание рекомендательных систем на основе коллаборативной фильтрации,Java;Spring;Kafka;PostgreSQL;Docker;gRPC;REST API,https://hh.ru/vacancy/4137
4138,Senior Android Developer,88000.0,167000.0,RUR,between1And3,part,flexible,Санкт-Петербург,Luxoft,Разработка мобильных приложений с использованием современных технологий,Kotlin;Android;Java;Git;REST API,https://hh.ru/vacancy/4138
4139,Android Developer,91000.0,205000.0,RUR,between3And6,full,remote,Волгоград,EPAM,Разработка backend сервисов на Python с использованием современных фреймворков,Kotlin;Android;Java;Git;REST API,https://hh.ru/vacancy/4139
4140,Junior Data Scientist,47000.0,106000.0,RUR,between1And3,full,fullDay,Москва,Wrike,Сопровождение и развитие MLOps платформы для команды data science,Python;pandas;sklearn;numpy;SQL,https://hh.ru/vacancy/4140
4141,Junior Computer Vision Engineer,,328000.0,RUR,between1And3,full,fullDay,Казань,Газпромнефть,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;OpenCV;PyTorch;CUDA;TensorFlow;Linux,https://hh.ru/vacancy/4141
4142,Staff Product Analyst,112000.0,233000.0,RUR,moreThan6,full,remote,Краснодар,Positive Technologies,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,SQL;Python;Amplitude;Mixpanel;A/B testing;gRPC,https://hh.ru/vacancy/4142
4143,Senior Data Analyst,80000.0,234000.0,RUR,moreThan6,full,fullDay,Санкт-Петербург,Лаборатория Касперского,Участие в исследованиях в области компьютерного зрения и обработки изображений,SQL;Python;Tableau;Excel;Power BI;REST API;Elasticsearch,https://hh.ru/vacancy/4143
